Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,RequestTime_Hour,TimeOfDay,TravelTimeInMinutes
4986,Airport,7.0,Trip Completed,2016-07-14 18:52:32,2016-07-14 19:50:57,18,Evening,58.0
5898,City,7.0,Trip Completed,2016-07-15 09:50:28,2016-07-15 10:40:39,9,Morning,50.0
6142,Airport,7.0,Trip Completed,2016-07-15 15:50:15,2016-07-15 16:36:56,15,AfternNoon,47.0
380,Airport,8.0,Trip Completed,2016-11-07 08:18:00,2016-11-07 09:18:00,8,Morning,60.0
1050,Airport,8.0,Trip Completed,2016-11-07 19:39:00,2016-11-07 20:30:00,19,Evening,51.0
1769,City,8.0,Trip Completed,2016-12-07 08:57:00,2016-12-07 09:24:00,8,Morning,27.0
2520,City,8.0,Trip Completed,2016-12-07 21:05:00,2016-12-07 22:20:00,21,Night,75.0
3265,Airport,8.0,Trip Completed,2016-07-13 10:22:07,2016-07-13 11:07:02,10,Morning,45.0
4648,City,8.0,Trip Completed,2016-07-14 11:55:10,2016-07-14 12:59:34,11,Morning,64.0
449,Airport,9.0,Trip Completed,2016-11-07 09:08:00,2016-11-07 09:52:00,9,Morning,44.0
846,Airport,9.0,Trip Completed,2016-11-07 17:46:00,2016-11-07 18:52:00,17,Evening,66.0
1346,Airport,9.0,Trip Completed,2016-11-07 23:39:00,2016-12-07 00:23:00,23,Night,44.0
1474,Airport,9.0,Trip Completed,2016-12-07 05:13:00,2016-12-07 05:56:00,5,Morning,43.0
2240,City,9.0,Trip Completed,2016-12-07 18:20:00,2016-12-07 18:54:00,18,Evening,34.0
3072,Airport,9.0,Trip Completed,2016-07-13 08:04:57,2016-07-13 08:36:37,8,Morning,32.0
3459,Airport,9.0,Trip Completed,2016-07-13 17:03:30,2016-07-13 17:31:49,17,Evening,28.0
3774,Airport,9.0,Trip Completed,2016-07-13 20:41:24,2016-07-13 21:27:29,20,Night,46.0
4023,City,9.0,Trip Completed,2016-07-13 23:58:41,2016-07-14 00:58:39,23,Night,60.0
4117,City,9.0,Trip Completed,2016-07-14 04:21:42,2016-07-14 05:07:07,4,Early Morning,45.0
4880,Airport,9.0,Trip Completed,2016-07-14 17:58:46,2016-07-14 19:02:42,17,Evening,64.0
5568,Airport,9.0,Trip Completed,2016-07-15 05:47:49,2016-07-15 06:25:49,5,Morning,38.0
5994,Airport,9.0,Trip Completed,2016-07-15 11:51:16,2016-07-15 12:32:12,11,Morning,41.0
1809,Airport,10.0,Trip Completed,2016-12-07 09:13:00,2016-12-07 10:01:00,9,Morning,48.0
2064,Airport,10.0,Trip Completed,2016-12-07 15:08:00,2016-12-07 16:14:00,15,AfternNoon,66.0
3210,City,10.0,Trip Completed,2016-07-13 09:47:06,2016-07-13 10:52:37,9,Morning,66.0
4350,City,10.0,Trip Completed,2016-07-14 07:24:43,2016-07-14 08:22:09,7,Morning,57.0
4713,City,10.0,Trip Completed,2016-07-14 13:31:24,2016-07-14 14:10:56,13,AfternNoon,40.0
5629,Airport,10.0,Trip Completed,2016-07-15 06:33:00,2016-07-15 07:19:53,6,Morning,47.0
6157,Airport,10.0,Trip Completed,2016-07-15 16:32:51,2016-07-15 17:44:44,16,Evening,72.0
2030,City,11.0,Trip Completed,2016-12-07 14:11:00,2016-12-07 15:02:00,14,AfternNoon,51.0
3226,City,11.0,Trip Completed,2016-07-13 10:00:17,2016-07-13 11:02:52,10,Morning,63.0
3353,City,11.0,Trip Completed,2016-07-13 13:29:44,2016-07-13 14:09:00,13,AfternNoon,39.0
4293,City,11.0,Trip Completed,2016-07-14 06:42:36,2016-07-14 07:12:41,6,Morning,30.0
4936,City,11.0,Trip Completed,2016-07-14 18:22:17,2016-07-14 19:14:36,18,Evening,52.0
5661,Airport,11.0,Trip Completed,2016-07-15 07:08:50,2016-07-15 07:59:00,7,Morning,50.0
5778,City,11.0,Trip Completed,2016-07-15 08:22:03,2016-07-15 09:13:04,8,Morning,51.0
6425,Airport,11.0,Trip Completed,2016-07-15 19:46:40,2016-07-15 20:26:51,19,Evening,40.0
45,Airport,12.0,Trip Completed,2016-11-07 03:17:00,2016-11-07 04:09:00,3,Early Morning,52.0
264,City,12.0,Trip Completed,2016-11-07 06:51:00,2016-11-07 07:40:00,6,Morning,49.0
1183,City,12.0,Trip Completed,2016-11-07 21:05:00,2016-11-07 21:38:00,21,Night,33.0
1536,Airport,12.0,Trip Completed,2016-12-07 05:59:00,2016-12-07 06:59:00,5,Morning,60.0
2437,City,12.0,Trip Completed,2016-12-07 20:18:00,2016-12-07 21:26:00,20,Night,68.0
2641,Airport,12.0,Trip Completed,2016-12-07 22:28:00,2016-12-07 23:05:00,22,Night,37.0
4077,Airport,12.0,Trip Completed,2016-07-14 02:14:15,2016-07-14 03:13:09,2,Early Morning,59.0
4610,City,12.0,Trip Completed,2016-07-14 10:35:14,2016-07-14 11:39:01,10,Morning,64.0
5066,Airport,12.0,Trip Completed,2016-07-14 19:31:20,2016-07-14 20:14:03,19,Evening,43.0
5666,Airport,12.0,Trip Completed,2016-07-15 07:04:55,2016-07-15 08:12:37,7,Morning,68.0
5923,City,12.0,Trip Completed,2016-07-15 10:07:49,2016-07-15 10:50:50,10,Morning,43.0
6367,City,12.0,Trip Completed,2016-07-15 19:04:46,2016-07-15 19:46:04,19,Evening,41.0
155,City,13.0,Trip Completed,2016-11-07 05:32:00,2016-11-07 06:28:00,5,Morning,56.0
310,Airport,13.0,Trip Completed,2016-11-07 07:24:00,2016-11-07 08:28:00,7,Morning,64.0
607,City,13.0,Trip Completed,2016-11-07 11:51:00,2016-11-07 12:42:00,11,Morning,51.0
1012,City,13.0,Trip Completed,2016-11-07 19:15:00,2016-11-07 19:57:00,19,Evening,42.0
1696,Airport,13.0,Trip Completed,2016-12-07 08:01:00,2016-12-07 08:42:00,8,Morning,41.0
3076,City,13.0,Trip Completed,2016-07-13 08:09:04,2016-07-13 09:12:19,8,Morning,63.0
4198,Airport,13.0,Trip Completed,2016-07-14 05:32:14,2016-07-14 06:45:32,5,Morning,73.0
4627,City,13.0,Trip Completed,2016-07-14 11:13:19,2016-07-14 12:00:12,11,Morning,47.0
5289,City,13.0,Trip Completed,2016-07-14 21:43:24,2016-07-14 22:24:13,21,Night,41.0
5495,Airport,13.0,Trip Completed,2016-07-15 05:00:13,2016-07-15 06:02:27,5,Morning,62.0
6656,Airport,13.0,Trip Completed,2016-07-15 22:08:42,2016-07-15 22:41:18,22,Night,33.0
139,Airport,14.0,Trip Completed,2016-11-07 05:21:00,2016-11-07 06:09:00,5,Morning,48.0
215,City,14.0,Trip Completed,2016-11-07 06:15:00,2016-11-07 07:07:00,6,Morning,52.0
1816,City,14.0,Trip Completed,2016-12-07 09:24:00,2016-12-07 10:07:00,9,Morning,43.0
2505,Airport,14.0,Trip Completed,2016-12-07 21:03:00,2016-12-07 22:14:00,21,Night,71.0
3346,City,14.0,Trip Completed,2016-07-13 13:01:42,2016-07-13 13:55:59,13,AfternNoon,54.0
5294,City,14.0,Trip Completed,2016-07-14 21:45:50,2016-07-14 22:16:40,21,Night,31.0
6226,Airport,14.0,Trip Completed,2016-07-15 17:34:25,2016-07-15 18:33:13,17,Evening,59.0
6733,Airport,14.0,Trip Completed,2016-07-15 23:32:44,2016-07-16 00:37:46,23,Night,65.0
1027,Airport,15.0,Trip Completed,2016-11-07 19:18:00,2016-11-07 20:24:00,19,Evening,66.0
2675,Airport,15.0,Trip Completed,2016-12-07 23:43:00,2016-07-13 00:35:12,23,Night,52.0
3200,City,15.0,Trip Completed,2016-07-13 09:39:44,2016-07-13 10:30:58,9,Morning,51.0
3865,City,15.0,Trip Completed,2016-07-13 21:52:05,2016-07-13 22:21:15,21,Night,29.0
4468,City,15.0,Trip Completed,2016-07-14 08:42:46,2016-07-14 09:22:01,8,Morning,39.0
5163,Airport,15.0,Trip Completed,2016-07-14 20:34:30,2016-07-14 21:05:18,20,Night,31.0
6009,City,15.0,Trip Completed,2016-07-15 12:22:35,2016-07-15 13:25:27,12,AfternNoon,63.0
6448,Airport,15.0,Trip Completed,2016-07-15 20:02:54,2016-07-15 20:40:45,20,Night,38.0
591,City,16.0,Trip Completed,2016-11-07 11:25:00,2016-11-07 12:31:00,11,Morning,66.0
709,City,16.0,Trip Completed,2016-11-07 14:16:00,2016-11-07 15:03:00,14,AfternNoon,47.0
1167,Airport,16.0,Trip Completed,2016-11-07 20:50:00,2016-11-07 21:52:00,20,Night,62.0
2661,Airport,16.0,Trip Completed,2016-12-07 23:23:00,2016-07-13 00:27:21,23,Night,64.0
2808,City,16.0,Trip Completed,2016-07-13 05:05:16,2016-07-13 05:56:11,5,Morning,51.0
3258,Airport,16.0,Trip Completed,2016-07-13 10:12:51,2016-07-13 10:45:28,10,Morning,33.0
3413,Airport,16.0,Trip Completed,2016-07-13 15:32:01,2016-07-13 16:45:44,15,AfternNoon,74.0
3939,Airport,16.0,Trip Completed,2016-07-13 22:26:26,2016-07-13 22:55:54,22,Night,29.0
4125,City,16.0,Trip Completed,2016-07-14 04:37:11,2016-07-14 05:46:29,4,Early Morning,69.0
4457,City,16.0,Trip Completed,2016-07-14 08:36:24,2016-07-14 09:19:20,8,Morning,43.0
4728,City,16.0,Trip Completed,2016-07-14 14:04:13,2016-07-14 15:06:40,14,AfternNoon,62.0
5347,Airport,16.0,Trip Completed,2016-07-14 22:51:47,2016-07-14 23:53:42,22,Night,62.0
6147,City,16.0,Trip Completed,2016-07-15 16:11:02,2016-07-15 17:30:08,16,Evening,79.0
6496,Airport,16.0,Trip Completed,2016-07-15 20:33:00,2016-07-15 21:32:49,20,Night,60.0
634,City,17.0,Trip Completed,2016-11-07 12:25:00,2016-11-07 13:06:00,12,AfternNoon,41.0
939,Airport,17.0,Trip Completed,2016-11-07 18:25:00,2016-11-07 19:26:00,18,Evening,61.0
2628,Airport,17.0,Trip Completed,2016-12-07 22:10:00,2016-12-07 23:25:00,22,Night,75.0
3021,City,17.0,Trip Completed,2016-07-13 07:33:20,2016-07-13 08:26:07,7,Morning,53.0
4743,City,17.0,Trip Completed,2016-07-14 14:54:16,2016-07-14 15:39:03,14,AfternNoon,45.0
4981,City,17.0,Trip Completed,2016-07-14 18:47:42,2016-07-14 19:43:44,18,Evening,56.0
5367,Airport,17.0,Trip Completed,2016-07-14 23:35:34,2016-07-15 00:25:26,23,Night,50.0
5471,Airport,17.0,Trip Completed,2016-07-15 04:48:57,2016-07-15 05:47:13,4,Early Morning,58.0
5988,Airport,17.0,Trip Completed,2016-07-15 11:48:32,2016-07-15 12:55:02,11,Morning,66.0
6477,Airport,17.0,Trip Completed,2016-07-15 20:21:26,2016-07-15 21:00:31,20,Night,39.0
499,City,18.0,Trip Completed,2016-11-07 09:39:00,2016-11-07 10:16:00,9,Morning,37.0
1147,Airport,18.0,Trip Completed,2016-11-07 20:42:00,2016-11-07 21:18:00,20,Night,36.0
1410,Airport,18.0,Trip Completed,2016-12-07 03:14:00,2016-12-07 04:27:00,3,Early Morning,73.0
1804,Airport,18.0,Trip Completed,2016-12-07 09:12:00,2016-12-07 09:57:00,9,Morning,45.0
1949,Airport,18.0,Trip Completed,2016-12-07 11:32:00,2016-12-07 12:13:00,11,Morning,41.0
2713,City,18.0,Trip Completed,2016-07-13 01:46:42,2016-07-13 02:37:08,1,Early Morning,50.0
2845,City,18.0,Trip Completed,2016-07-13 05:28:29,2016-07-13 06:10:40,5,Morning,42.0
3943,Airport,18.0,Trip Completed,2016-07-13 22:35:38,2016-07-13 23:33:20,22,Night,58.0
4792,City,18.0,Trip Completed,2016-07-14 16:47:15,2016-07-14 17:34:39,16,Evening,47.0
5207,Airport,18.0,Trip Completed,2016-07-14 20:57:41,2016-07-14 21:56:21,20,Night,59.0
5890,City,18.0,Trip Completed,2016-07-15 09:43:57,2016-07-15 10:55:22,9,Morning,71.0
494,City,19.0,Trip Completed,2016-11-07 09:36:00,2016-11-07 10:02:00,9,Morning,26.0
1485,City,19.0,Trip Completed,2016-12-07 05:21:00,2016-12-07 06:35:00,5,Morning,74.0
2042,City,19.0,Trip Completed,2016-12-07 14:30:00,2016-12-07 15:09:00,14,AfternNoon,39.0
2561,Airport,19.0,Trip Completed,2016-12-07 21:29:00,2016-12-07 22:44:00,21,Night,75.0
3813,Airport,19.0,Trip Completed,2016-07-13 21:06:57,2016-07-13 21:46:24,21,Night,39.0
4260,Airport,19.0,Trip Completed,2016-07-14 06:11:51,2016-07-14 06:59:46,6,Morning,48.0
4395,City,19.0,Trip Completed,2016-07-14 08:00:15,2016-07-14 08:54:39,8,Morning,54.0
5919,City,19.0,Trip Completed,2016-07-15 10:03:42,2016-07-15 10:59:27,10,Morning,56.0
6002,Airport,19.0,Trip Completed,2016-07-15 12:04:15,2016-07-15 12:53:36,12,AfternNoon,49.0
468,City,20.0,Trip Completed,2016-11-07 09:20:00,2016-11-07 10:05:00,9,Morning,45.0
693,Airport,20.0,Trip Completed,2016-11-07 13:51:00,2016-11-07 15:01:00,13,AfternNoon,70.0
1178,City,20.0,Trip Completed,2016-11-07 21:05:00,2016-11-07 22:06:00,21,Night,61.0
2103,City,20.0,Trip Completed,2016-12-07 16:08:00,2016-12-07 17:18:00,16,Evening,70.0
2292,Airport,20.0,Trip Completed,2016-12-07 18:46:00,2016-12-07 19:23:00,18,Evening,37.0
3339,City,20.0,Trip Completed,2016-07-13 12:40:58,2016-07-13 13:30:26,12,AfternNoon,49.0
3694,City,20.0,Trip Completed,2016-07-13 19:33:19,2016-07-13 20:35:08,19,Evening,62.0
4469,City,20.0,Trip Completed,2016-07-14 08:45:13,2016-07-14 09:48:08,8,Morning,63.0
6432,City,20.0,Trip Completed,2016-07-15 19:50:57,2016-07-15 20:30:05,19,Evening,39.0
1895,City,21.0,Trip Completed,2016-12-07 10:20:00,2016-12-07 10:52:00,10,Morning,32.0
1981,Airport,21.0,Trip Completed,2016-12-07 12:23:00,2016-12-07 12:56:00,12,AfternNoon,33.0
3744,Airport,21.0,Trip Completed,2016-07-13 20:28:11,2016-07-13 21:22:42,20,Night,55.0
4433,Airport,21.0,Trip Completed,2016-07-14 08:26:32,2016-07-14 09:12:02,8,Morning,46.0
6039,Airport,21.0,Trip Completed,2016-07-15 13:11:04,2016-07-15 13:38:01,13,AfternNoon,27.0
6543,City,21.0,Trip Completed,2016-07-15 20:54:20,2016-07-15 22:12:36,20,Night,78.0
110,City,22.0,Trip Completed,2016-11-07 05:05:00,2016-11-07 06:06:00,5,Morning,61.0
362,City,22.0,Trip Completed,2016-11-07 08:01:00,2016-11-07 09:18:00,8,Morning,77.0
666,Airport,22.0,Trip Completed,2016-11-07 13:02:00,2016-11-07 13:45:00,13,AfternNoon,43.0
926,City,22.0,Trip Completed,2016-11-07 18:28:00,2016-11-07 19:34:00,18,Evening,66.0
1180,Airport,22.0,Trip Completed,2016-11-07 21:01:00,2016-11-07 22:14:00,21,Night,73.0
1900,City,22.0,Trip Completed,2016-12-07 10:32:00,2016-12-07 11:42:00,10,Morning,70.0
2506,City,22.0,Trip Completed,2016-12-07 21:01:00,2016-12-07 21:38:00,21,Night,37.0
3064,City,22.0,Trip Completed,2016-07-13 08:02:03,2016-07-13 08:58:46,8,Morning,57.0
3327,Airport,22.0,Trip Completed,2016-07-13 12:24:41,2016-07-13 13:23:39,12,AfternNoon,59.0
3601,City,22.0,Trip Completed,2016-07-13 18:39:00,2016-07-13 19:29:07,18,Evening,50.0
4768,Airport,22.0,Trip Completed,2016-07-14 15:39:24,2016-07-14 16:49:03,15,AfternNoon,70.0
5142,City,22.0,Trip Completed,2016-07-14 20:17:51,2016-07-14 20:48:58,20,Night,31.0
5366,Airport,22.0,Trip Completed,2016-07-14 23:27:22,2016-07-15 00:19:50,23,Night,52.0
5575,City,22.0,Trip Completed,2016-07-15 05:53:55,2016-07-15 06:50:02,5,Morning,56.0
5902,City,22.0,Trip Completed,2016-07-15 09:52:57,2016-07-15 10:37:05,9,Morning,44.0
6694,Airport,22.0,Trip Completed,2016-07-15 22:45:44,2016-07-15 23:17:53,22,Night,32.0
523,Airport,23.0,Trip Completed,2016-11-07 09:48:00,2016-11-07 10:37:00,9,Morning,49.0
747,City,23.0,Trip Completed,2016-11-07 15:53:00,2016-11-07 16:43:00,15,AfternNoon,50.0
1371,Airport,23.0,Trip Completed,2016-12-07 00:22:00,2016-12-07 01:33:00,0,Early Morning,71.0
1553,City,23.0,Trip Completed,2016-12-07 06:09:00,2016-12-07 07:09:00,6,Morning,60.0
1692,Airport,23.0,Trip Completed,2016-12-07 07:52:00,2016-12-07 09:01:00,7,Morning,69.0
2114,City,23.0,Trip Completed,2016-12-07 16:36:00,2016-12-07 17:21:00,16,Evening,45.0
2742,City,23.0,Trip Completed,2016-07-13 03:07:37,2016-07-13 03:51:35,3,Early Morning,44.0
4273,City,23.0,Trip Completed,2016-07-14 06:17:01,2016-07-14 07:02:28,6,Morning,45.0
4668,City,23.0,Trip Completed,2016-07-14 12:25:02,2016-07-14 13:34:58,12,AfternNoon,70.0
5425,City,23.0,Trip Completed,2016-07-15 02:23:56,2016-07-15 03:08:35,2,Early Morning,45.0
5488,City,23.0,Trip Completed,2016-07-15 04:53:42,2016-07-15 06:00:16,4,Early Morning,67.0
5781,City,23.0,Trip Completed,2016-07-15 08:35:47,2016-07-15 09:42:27,8,Morning,67.0
5966,Airport,23.0,Trip Completed,2016-07-15 10:54:27,2016-07-15 11:58:44,10,Morning,64.0
6122,City,23.0,Trip Completed,2016-07-15 15:26:06,2016-07-15 16:29:40,15,AfternNoon,64.0
357,Airport,24.0,Trip Completed,2016-11-07 08:00:00,2016-11-07 09:08:00,8,Morning,68.0
1068,City,24.0,Trip Completed,2016-11-07 19:52:00,2016-11-07 20:48:00,19,Evening,56.0
2689,Airport,24.0,Trip Completed,2016-07-13 00:34:03,2016-07-13 01:49:08,0,Early Morning,75.0
2791,City,24.0,Trip Completed,2016-07-13 04:56:20,2016-07-13 05:33:20,4,Early Morning,37.0
3321,City,24.0,Trip Completed,2016-07-13 12:23:02,2016-07-13 13:25:14,12,AfternNoon,62.0
3423,Airport,24.0,Trip Completed,2016-07-13 15:52:07,2016-07-13 16:50:46,15,AfternNoon,59.0
3761,Airport,24.0,Trip Completed,2016-07-13 20:35:24,2016-07-13 21:39:02,20,Night,64.0
4140,City,24.0,Trip Completed,2016-07-14 04:48:09,2016-07-14 06:05:01,4,Early Morning,77.0
4656,City,24.0,Trip Completed,2016-07-14 12:06:27,2016-07-14 12:49:14,12,AfternNoon,43.0
4931,Airport,24.0,Trip Completed,2016-07-14 18:21:52,2016-07-14 18:54:03,18,Evening,32.0
5268,City,24.0,Trip Completed,2016-07-14 21:29:35,2016-07-14 22:30:11,21,Night,61.0
5811,City,24.0,Trip Completed,2016-07-15 08:46:30,2016-07-15 09:26:33,8,Morning,40.0
6139,Airport,24.0,Trip Completed,2016-07-15 15:45:16,2016-07-15 16:40:41,15,AfternNoon,55.0
6333,Airport,24.0,Trip Completed,2016-07-15 18:41:22,2016-07-15 19:53:29,18,Evening,72.0
773,City,25.0,Trip Completed,2016-11-07 16:23:00,2016-11-07 17:21:00,16,Evening,58.0
1123,City,25.0,Trip Completed,2016-11-07 20:20:00,2016-11-07 21:18:00,20,Night,58.0
2667,Airport,25.0,Trip Completed,2016-12-07 23:35:00,2016-07-13 00:40:52,23,Night,66.0
2833,City,25.0,Trip Completed,2016-07-13 05:27:26,2016-07-13 06:19:18,5,Morning,52.0
3396,City,25.0,Trip Completed,2016-07-13 14:59:08,2016-07-13 15:57:24,14,AfternNoon,58.0
3590,City,25.0,Trip Completed,2016-07-13 18:31:29,2016-07-13 19:31:56,18,Evening,60.0
3762,City,25.0,Trip Completed,2016-07-13 20:38:10,2016-07-13 21:21:24,20,Night,43.0
4566,City,25.0,Trip Completed,2016-07-14 09:48:56,2016-07-14 10:22:52,9,Morning,34.0
4862,City,25.0,Trip Completed,2016-07-14 17:37:44,2016-07-14 18:41:40,17,Evening,64.0
5564,Airport,25.0,Trip Completed,2016-07-15 05:41:11,2016-07-15 06:53:22,5,Morning,72.0
6187,City,25.0,Trip Completed,2016-07-15 17:11:08,2016-07-15 18:08:11,17,Evening,57.0
6642,City,25.0,Trip Completed,2016-07-15 22:07:14,2016-07-15 22:54:02,22,Night,47.0
322,City,26.0,Trip Completed,2016-11-07 07:31:00,2016-11-07 08:10:00,7,Morning,39.0
793,City,26.0,Trip Completed,2016-11-07 17:04:00,2016-11-07 18:06:00,17,Evening,62.0
898,Airport,26.0,Trip Completed,2016-11-07 18:14:00,2016-11-07 19:09:00,18,Evening,55.0
1258,City,26.0,Trip Completed,2016-11-07 21:51:00,2016-11-07 23:00:00,21,Night,69.0
2832,City,26.0,Trip Completed,2016-07-13 05:20:16,2016-07-13 06:14:07,5,Morning,54.0
